,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122
"['71122', '71130', '71131', '71132', '71133', '71134', '71135', '71136', '71143', '71149', '71157', '71161', '71163', '71178', '71181', '71182', '71199', '71201', '71213', '71215', '71227', '71234', '71241', '71248', '71255', '71262', '71269', '71276', '71283', '71290', '71297', '71304', '71311', '71318', '71325', '71399', '71400', '71401', '71402', '71403', '71404', '71405', '71406', '71407', '71408', '71409', '71410', '71411', '71412', '71413', '71414', '71415', '71416', '71417', '71418', '71419', '71420', '71421', '71422', '71423', '71424', '71425', '71426', '71427', '71428', '71429', '71430', '71431', '71432', '71433', '71434', '71435', '71436', '71437', '71438', '71439', '71440', '71441', '71442', '71443', '71444', '71445', '71446', '71447', '71448', '71449', '71450', '71451', '71452', '71453', '71454', '71457', '71458', '71459', '71460', '71461', '71463', '71465', '71466', '71467', '71468', '71469', '71470', '71471', '71472', '71473', '71474', '71475', '71476', '71477', '71478', '71479', '71480', '71481', '71482', '71483', '71484', '71485', '71486', '71488', '71489', '71491', '71492', '71493', '71494', '71495', '71496', '71497', '71498', '71499', '71500', '71501', '71502', '71503', '71504', '71505', '71507', '71508', '71510', '71511', '71513', '71514', '71515', '71516', '71518', '71519', '71520', '71521', '71524', '71525', '71527', '71528', '71529', '71530', '71532', '71533', '71534', '71535', '71536', '71537', '71539', '71541', '71542', '71543', '71544', '71545', '71546', '71548', '71549', '71550', '71551', '71552', '71553', '71554', '71555', '71556', '71557', '71558', '71559', '71560', '71561', '71562', '71563', '71564', '71565', '71566', '71567', '71568', '71569', '71570', '71572', '71573', '71575', '71576', '71577', '71578', '71799', '71800', '71801', '71802', '71803', '71804', '71805', '71807', '71808', '71809', '71810', '71811', '71812', '71813', '71814', '71815', '71816', '71817', '71818', '71819', '71820', '71821', '71822', '71823', '71824', '71825', '71826', '71827', '71828', '72558', '72559', '72560', '72561', '72562', '72563', '72564', '72566', '72569', '72570', '72572', '72573', '72574', '72575', '72577', '72578', '72579', '72580', '72581', '72582', '72583', '72584', '72585', '72586', '72588', '72589', '72590', '72591', '72592', '72593', '72594', '72595', '72596', '72597', '72599', '72600', '72601', '72602', '72604', '72605', '72607', '72609', '72610', '72611', '72612', '72613', '72614', '72616', '72617', '72618', '72619', '72620', '72621', '72623', '72624', '72625', '72627', '72629', '72630', '72631', '72632', '72633', '72634', '72635', '72636', '72637', '72638', '72641', '72642', '72643', '72644', '72645', '72646', '72647', '72648', '72649', '72650', '72651', '72652', '72654', '72656', '72659', '72660', '72661', '72662', '72663', '72664', '72665', '72667', '72668', '72669', '72670', '72671', '72672', '72673', '72674', '72677', '86457', '86458', '86459', '86460', '86461', '86462', '86463', '86464', '86465', '86466', '86467', '86468', '86469', '86470', '86471', '86472', '86473', '86474', '86475', '86476', '86477', '86478', '86479', '86480', '86481', '86482', '86483', '86484', '86485', '86486', '86488', '86489', '86490', '86491', '86492', '86493', '86494', '86495', '86496', '86497', '86498', '86499', '86500', '86501', '86502', '86503', '86504', '86505', '86506', '86507', '86558', '86559', '86560', '86561', '86562', '86563', '86564', '86565', '86566', '86567', '94957', '94958', '94959', '94960', '94961', '94962', '94963', '94964', '94965', '94966', '94967', '94968', '94969', '94970', '94971', '94972', '94973', '94974', '94975', '94976', '94977', '94978', '94979', '94980', '94981', '94982', '94983', '94984', '94985', '94987', '94988', '94989', '94990', '94991', '94992', '94993', '94994', '94995', '94996', '94997', '94998', '94999', '95000', '95001', '95002', '95003', '95004', '95005', '95006', '95007', '95008', '95009', '95010', '95011', '95012', '95013', '95014', '95015', '95016']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['71129'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['71735', '71736', '71737', '71738', '71739', '71740', '71741', '71742', '71743', '71744', '71745', '71746', '71747', '71748', '71749', '71750', '71751', '71752', '71753', '71754', '71756', '71757', '71758', '71759', '71760', '71761', '71762', '71763', '71764', '71765']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['71767', '71768', '71769', '71770', '71771', '71772', '71773', '71774', '71775', '71776', '71777', '71778', '71779', '71780', '71781', '71782', '71783', '71784', '71785', '71786', '71787', '71788', '71789', '71790', '71791', '71792', '71793', '71794', '71795', '71796', '88945', '88946', '88947', '88948', '88949', '88950', '88951', '88952', '88953', '88954', '88955', '88956', '88957', '88958', '88959', '88960', '88961', '88962', '88963', '88964']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['71806'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['72816', '72821', '72826', '72831', '72836', '72841', '72846', '72851', '72856', '72861', '72866', '72871', '72876', '72881', '72886', '72891', '72896', '72901', '72906', '72911', '72916', '72921', '72926', '72931', '72936', '72941', '72946', '72951', '72956', '72961', '73119', '73126', '73131', '73136', '73141', '73146', '73151', '73156', '73161', '73166', '73171', '73176', '73181', '73186', '73191', '73196', '73201', '73206', '73211', '73216', '73221', '73226', '73231', '73236', '73241', '73246', '73251', '73256', '73261', '73266']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['75219', '75220', '75221', '75223', '75224', '75225', '75227', '75228', '75229', '75230', '75231', '75233', '75234', '75235', '75237', '75239', '75240', '75241', '75243', '75244', '75245', '75247', '75249', '75250', '75251', '75253', '75254', '75255', '75257', '75259', '75260', '75261', '75263', '75264', '75265', '75267', '75269', '75270', '75271', '75273', '75274', '75275', '75277']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['75278', '75279', '75280', '75281', '75282', '75283', '75284', '75285', '75286', '75287', '75288', '75289', '75290', '75291', '75292', '75293', '75294', '75295', '75296', '75297', '75298', '75299', '75300', '75301', '75302', '75303', '75304', '75305', '75306', '75307']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['75308', '75309', '75310', '75311', '75312', '75313', '75314', '75315', '75316', '75317', '75318', '75319', '75320', '75321', '75322', '75323', '75324', '75325', '75326', '75327', '75328', '75329', '75330', '75331', '75332', '75333', '75334', '75335', '75336', '75337', '90161', '90162', '90163', '90164', '90165', '90166', '90167', '90168', '90169', '90170', '90191', '90192', '90193', '90194', '90195', '90196', '90197', '90198', '90199', '90200', '90209', '90211', '90212', '90214', '90215', '90216', '90217', '90218', '90219', '90220', '90241', '90242', '90243', '90244', '90245', '90247', '90248', '90249', '90250', '90251', '90252', '90253', '90254', '90255', '90256', '90257', '90258', '90259', '90260']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['75441', '75442', '75443', '75444', '75445', '75446', '75447', '75448', '75449', '75450', '75451', '75452', '75453', '75454', '75455', '75456', '75457', '75458', '75459', '75460', '75461', '75462', '75463', '75464', '75465', '75466', '75467', '75468', '75469', '75470', '89791', '89792', '89793', '89794', '89795', '89796', '89797', '89798', '89799', '89800', '89801', '89802', '89803', '89804', '89805', '89806', '89807', '89808', '89809', '89810', '89811', '89812', '89813', '89814', '89815', '89816', '89817', '89818', '89819', '89820', '89831', '89832', '89833', '89834', '89835', '89836', '89837', '89838', '89839', '89840', '89841', '89842', '89843', '89844', '89845', '89846', '89848', '89849', '89850', '89871', '89872', '89873', '89874', '89875', '89876', '89877', '89878', '89879', '89880']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['75471', '75472', '75473', '75474', '75476', '75477', '75478', '75479', '75480', '75481', '75482', '75483', '75484', '75485', '75486', '75487', '75488', '75489', '75490', '75491', '75492', '75493', '75494', '75495', '75496', '75497', '75498', '75499', '75500', '75501', '75502', '75503', '75504', '75505', '75506', '75507', '75508', '75509', '75510', '75511', '75512', '75513', '75514', '75516', '75517', '75518', '75519', '75520', '75521', '75522', '75523', '75524', '75525', '75526', '75527', '75529', '75541', '75542', '75544', '75545', '75546', '75547', '75548', '75549', '75550', '75552', '75553', '75554', '75555', '75556', '75557', '75558', '75559', '75560', '75561', '75562', '75563', '75564', '75565', '75566', '75567', '75568', '75569', '75570', '75571', '75572', '75573', '75575', '75576', '75577', '75578', '75579', '75580', '75581', '75583', '75584', '75585', '75586', '75589', '75590', '75591', '75592', '75593', '75594', '75595', '75596', '75597', '75598', '75599', '75600', '75601', '75602', '75603', '75604', '75605', '75606', '75607', '75608', '75609', '75610', '75611', '75612', '75613', '75614', '75615', '75616', '75617', '75618', '75619', '75620', '75621', '75622', '75623', '75624', '75625', '75626', '75627', '75628', '75629', '75630', '89471', '89472', '89473', '89474', '89475', '89476', '89477', '89478', '89479', '89480', '89481', '89482', '89483', '89484', '89485', '89486', '89487', '89488', '89489', '89490', '89491', '89492', '89493', '89494', '89495', '89496', '89497', '89498', '89499', '89500', '89501', '89502', '89503', '89504', '89506', '89507', '89508', '89509', '89510', '89511', '89512', '89513', '89514', '89515', '89516', '89517', '89519', '89520', '89521', '89522', '89523', '89524', '89525', '89526', '89527', '89528', '89529', '89530', '89531', '89532', '89533', '89534', '89535', '89536', '89538', '89539', '89540', '89541', '89542', '89543', '89544', '89545', '89546', '89548', '89549', '89550', '89551', '89552', '89553', '89554', '89556', '89557', '89558', '89559', '89561', '89562', '89563', '89564', '89565', '89566', '89567', '89568', '89569', '89570', '89571', '89572', '89573', '89574', '89575', '89576', '89577', '89578', '89579', '89580', '89581', '89582', '89583', '89584', '89585', '89587', '89588', '89589', '89590']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['75721', '75722', '75723', '75724', '75725', '75726', '75727', '75728', '75729', '75730', '75731', '75732', '75733', '75734', '75735', '75736', '75737', '75738', '75739', '75740', '75741', '75742', '75743', '75744', '75745', '75746', '75747', '75748', '75749', '75750', '89761', '89762', '89763', '89764', '89765', '89766', '89767', '89768', '89769', '89770', '89771', '89772', '89773', '89774', '89775', '89776', '89777', '89778', '89779', '89780', '89781', '89782', '89783', '89784', '89785', '89786', '89787', '89788', '89789', '89790', '91638', '91639', '91640', '91641', '91642', '91643', '91644', '91645', '91646', '91647']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['76203', '76204', '76205', '76206', '76207', '76208', '76209', '76210', '76211', '76212', '76213', '76214', '76215', '76216', '76217', '76218', '76219', '76220', '76221', '76222', '76223', '76224', '76225', '76226', '76227', '76228', '76229', '76230', '76231', '76232', '76233', '76234', '76235', '76236', '76237', '76238', '76239', '76240', '76241', '76242', '76243', '76244', '76245', '76246', '76247', '76248', '76249', '76250', '76251', '76252', '76253', '76254', '76255', '76256', '76257', '76258', '76259', '76260', '76261', '76262', '76263', '76264', '76265', '76266', '76267', '76268', '76269', '76270', '76271', '76272', '76273', '76274', '76275', '76276', '76277', '76278', '76279', '76280', '76281', '76282', '76283', '76284', '76285', '76286', '76287', '76288', '76289', '76290', '76293', '76299', '76300', '76301', '76302', '76303', '76304', '76305', '76306', '76307', '76308', '76309', '76310', '76311', '76312', '76313', '76314', '76315', '76316', '76317', '76318', '76319', '76320', '76321', '76322', '76323', '76324', '76325', '76326', '76327', '76328', '76329', '76330', '76331', '76332', '76333', '76334', '76335', '76336', '76337', '76338', '76339', '76340', '76341', '76342', '76343', '76344', '76345', '76346', '76347', '76348', '76349', '76350', '76351', '76352', '76353', '76354', '76355', '76356', '76357', '76358', '76359', '76360', '76361', '76362', '76363', '76364', '76365', '76366', '76367', '76368', '76369', '76370', '76371', '76372', '76373', '76374', '76375', '76376', '76377', '76378', '76379', '76380', '76381', '76382', '76383', '76384', '76385', '76386', '76387', '76388', '76389', '76390', '76391', '76392', '76393', '76394', '76395', '76396', '76397', '76398', '76399', '76400', '76401', '76402', '76403', '76404', '76405', '76406', '76407', '76408', '76409', '76410', '76411', '76412', '76413', '76414', '76415', '76416', '76417', '76418', '76419', '76420', '76421', '76422', '76423', '76424', '76425', '76426', '76427', '76428', '76429', '76430', '76431', '76432', '76433', '76434', '76435', '76436', '76437', '76438', '76439', '76440', '76441', '76442', '89282', '89283', '89284', '89285', '89286', '89287', '89288', '89289', '89290', '89291', '91396', '91397', '91398', '91399', '91400', '91401', '91402', '91403', '91404', '91405']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['77312', '77313', '77314', '77315', '77316', '77317', '77318', '77319', '77320', '77321', '77322', '77323', '77324', '77325', '77326', '77327', '77328', '77329', '77330', '77331', '77332', '77333', '77334', '77335', '77336', '77337', '77338', '77339', '77340', '77341', '77342', '77343', '77344', '77345', '77346', '77347', '77348', '77349', '77350', '77351', '77352', '77353', '77354', '77355', '77356', '77357', '77358', '77359', '77360', '77361', '77362', '77363', '77364', '77365', '77366', '77367', '77368', '77369', '77370', '77371', '77372', '77373', '77374', '77375', '77376', '77377', '77378', '77379', '77380', '77381', '77382', '77383', '77384', '77385', '77386', '77387', '77388', '77389', '77390', '77391', '77392', '77393', '77394', '77395', '77396', '77397', '77398', '77399', '77400', '77401', '77402', '77403', '77404', '77405', '77406', '77407', '77408', '77409', '77410', '77411', '77412', '77413', '77414', '77415', '77416', '77417', '77418', '77419', '77420', '77421', '77422', '77423', '77424', '77425', '77426', '77427', '77428', '77429', '77430', '77431']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['77432', '77433', '77434', '77435', '77436', '77437', '77438', '77439', '77440', '77441', '77442', '77443', '77444', '77445', '77446', '77447', '77448', '77449', '77450', '77451', '77452', '77453', '77454', '77455', '77456', '77457', '77458', '77459', '77460', '77461', '77462', '77463', '77464', '77465', '77466', '77467', '77468', '77469', '77470', '77471', '77472', '77473', '77474', '77475', '77476', '77477', '77478', '77479', '77480', '77481', '77482', '77483', '77484', '77485', '77486', '77487', '77488', '77489', '77490', '77491', '77492', '77493', '77494', '77495', '77496', '77497', '77498', '77499', '77500', '77501', '77502', '77503', '77504', '77505', '77506', '77507', '77508', '77509', '77510', '77511', '77512', '77513', '77514', '77515', '77516', '77517', '77518', '77519', '77520', '77521', '77522', '77523', '77524', '77525', '77526', '77527', '77528', '77529', '77530', '77531', '77532', '77533', '77534', '77535', '77536', '77537', '77538', '77539', '77540', '77541', '77542', '77543', '77544', '77545', '77546', '77547', '77548', '77549', '77550', '77551']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['78857', '78858', '78859', '78860', '78861', '78862', '78863', '78864', '78865', '78866', '78867', '78868', '78869', '78870', '78871', '78872', '78873', '78874', '78875', '78876', '78877', '78878', '78879', '78880', '78881', '78882', '78883', '78884', '78885', '78886', '78902', '78903', '78904', '78905', '78906', '78907', '78908', '78909', '78910', '78911', '78912', '78913', '78914', '78915', '78916', '78917', '78918', '78919', '78920', '78921', '78922', '78923', '78924', '78925', '78926', '78927', '78928', '78929', '78930', '78931', '78932', '78933', '78934', '78935', '78936', '78937', '78938', '78939', '78940', '78941', '78942', '78943', '78944', '78945', '78946', '78947', '78948', '78949', '78950', '78951', '78952', '78953', '78954', '78955', '78956', '78957', '78958', '78959', '78960', '78961', '78962', '78963', '78964', '78965', '78966', '78967', '78968', '78969', '78970', '78971', '78972', '78973', '78974', '78975', '78976', '78977', '78978', '78979', '78980', '78981', '78982', '78983', '78984', '78985', '78986', '78987', '78988', '78989', '78990', '78991', '78992', '78993', '78994', '78995', '78996', '78997', '78998', '78999', '79000', '79001', '79002', '79003', '79004', '79005', '79006', '79007', '79008', '79009', '79010', '79011', '79012', '79013', '79014', '79015', '79016', '79017', '79018', '79019', '79020', '79021', '79022', '79023', '79024', '79025', '79026', '79027', '79028', '79029', '79030', '79031', '79032', '79033', '79034', '79035', '79036', '79037', '79038', '79039', '79040', '79041', '79042', '79043', '79044', '79045', '79046', '79047', '79048', '79049', '79050', '79051', '79052', '79053', '79054', '79055', '79056', '79057', '79058', '79059', '79060', '79061', '79062', '79063', '79064', '79065', '79066', '79067', '79068', '79069', '79070', '79071', '79072', '79073', '79074', '79075', '79076', '79077', '79078', '79079', '79080', '79081']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['79120', '79153', '79155', '79184', '79185']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['79178'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['79248'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['79926'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['80212', '80213', '80214', '80215', '80224', '80225', '80226', '80227', '91246', '91247', '91248', '91249', '91251', '91252', '91253', '91254', '91255', '91256', '91257', '91258', '91259', '91260', '91261', '91262', '91263', '91264', '91265', '91266', '91267', '91268', '91269', '91270', '91271', '91272', '91273', '91274', '91276', '91277', '91278', '91279', '91280', '91281', '91282', '91283', '91284', '91285', '91286', '91287', '91288', '91289', '91290', '91291', '91292', '91293', '91294', '91295', '91296', '91297', '91298', '91300', '91301', '91302', '91303', '91304', '91305', '91306', '91307', '91308', '91309', '91311', '91312', '91313', '91314', '91315', '91316', '91317', '91318', '91319', '91320', '91321', '91322', '91323', '91324', '91325', '91326', '91327', '91328', '91329', '91330', '91331', '91332', '91333', '91334', '91335', '91336', '91337', '91338', '91339', '91340', '91341', '91342', '91343', '91344', '91345']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['80310', '80316', '80322', '80328', '80334', '80340', '80346', '80352', '80358', '80364', '80370', '80376', '80382', '80388', '80394', '80400', '80406', '80412', '80418', '80424', '80430', '80436', '80442', '80448', '80454', '80460', '80466', '80472', '80478', '80484', '80490', '80496', '80502', '80508', '80514', '80520', '80526', '80532', '80538', '80544', '80550', '80556', '80562', '80568', '80574', '80580', '80586', '80592', '80598', '80604', '80610', '80616', '80622', '80628', '80634', '80640', '80646', '80652', '80658', '80664']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
